n;m;nsets
int;int;int
10;3;100
11;3;239
12;3;209
13;3;656
14;3;394
15;3;254
16;3;1203
17;3;2484
18;3;1041
19;3;962
20;3;3674
22;3;1131
24;3;1198
26;3;8759
28;3;5798
30;3;10417
5;3;15
6;3;30
7;3;54
8;3;58
9;3;75
10;3;56
11;3;197
12;3;146
13;3;183
14;3;226
15;3;1070
16;3;462
17;3;1532
18;3;554
19;3;982
20;3;2144
22;3;1509
24;3;3153
26;3;5860
28;3;11031
30;3;5858
5;3;17
6;3;55
7;3;34
8;3;43
9;3;133
10;3;138
11;3;168
12;3;227
13;3;264
14;3;619
15;3;347
16;3;620
17;3;3107
18;3;412
19;3;4346
20;3;2218
22;3;1735
24;3;3549
26;3;2572
28;3;6477
30;3;4315
5;3;27
6;3;26
7;3;46
8;3;79
9;3;159
10;3;171
11;3;97
12;3;746
13;3;763
14;3;213
15;3;635
16;3;614
17;3;1124
18;3;1270
19;3;1322
20;3;4220
22;3;1782
24;3;3711
26;3;6200
28;3;6011
30;3;8821
5;3;12
6;3;31
7;3;53
8;3;140
9;3;49
10;3;263
11;3;127
12;3;200
13;3;639
14;3;669
15;3;669
16;3;1056
17;3;717
18;3;837
19;3;1174
20;3;5255
22;3;2234
24;3;1165
26;3;4399
28;3;7338
30;3;12878
5;3;18
6;3;21
7;3;46
8;3;80
9;3;88
10;3;155
11;3;145
12;3;289
13;3;370
14;3;276
15;3;344
16;3;807
17;3;2548
18;3;770
19;3;1541
20;3;1083
22;3;1118
24;3;4202
26;3;8229
28;3;17018
30;3;10384
5;3;23
6;3;30
7;3;31
8;3;57
9;3;151
10;3;98
11;3;266
12;3;289
13;3;327
14;3;207
15;3;902
16;3;608
17;3;623
18;3;1146
19;3;1220
20;3;3456
22;3;4771
24;3;3664
26;3;3130
28;3;23207
30;3;11382
5;3;21
6;3;21
7;3;43
8;3;119
9;3;112
10;3;138
11;3;305
12;3;160
13;3;252
14;3;449
15;3;3675
16;3;1633
17;3;903
18;3;2297
19;3;1092
20;3;2773
22;3;2017
24;3;1503
26;3;8301
28;3;8761
30;3;16355
5;3;25
6;3;33
7;3;39
8;3;48
9;3;54
10;3;196
11;3;111
12;3;197
13;3;410
14;3;682
15;3;1325
16;3;616
17;3;1617
18;3;3557
19;3;2008
20;3;719
22;3;4193
24;3;4423
26;3;4874
28;3;12699
30;3;4648
5;3;17
6;3;31
7;3;61
8;3;134
9;3;111
10;3;95
11;3;174
12;3;693
13;3;426
14;3;333
15;3;615
16;3;1427
17;3;541
18;3;1180
19;3;1863
20;3;1331
22;3;2118
24;3;1787
26;3;5035
28;3;8539
30;3;7237
5;3;16
6;3;55
7;3;48
8;3;73
9;3;126
10;3;124
11;3;300
12;3;335
13;3;417
14;3;485
15;3;700
16;3;719
17;3;658
18;3;432
19;3;2472
20;3;2829
22;3;3778
24;3;2699
26;3;6923
28;3;3040
30;3;13562
5;3;12
6;3;25
7;3;31
8;3;80
9;3;58
10;3;124
11;3;244
12;3;423
13;3;190
14;3;628
15;3;1228
16;3;435
17;3;1945
18;3;1579
19;3;3119
20;3;818
22;3;3141
24;3;5188
26;3;2132
28;3;9497
30;3;17840
5;3;29
6;3;28
7;3;42
8;3;78
9;3;151
10;3;95
11;3;110
12;3;222
13;3;386
14;3;679
15;3;1126
16;3;657
17;3;366
18;3;1892
19;3;1597
20;3;1771
22;3;1863
24;3;17101
26;3;3882
28;3;6086
30;3;8412
5;3;16
6;3;48
7;3;53
8;3;74
9;3;50
10;3;102
11;3;110
12;3;356
13;3;492
14;3;290
15;3;1025
16;3;1844
17;3;818
18;3;1025
19;3;1521
20;3;1724
22;3;2723
24;3;8146
26;3;6477
28;3;10211
30;3;9045
5;3;21
6;3;28
7;3;33
8;3;77
9;3;112
10;3;158
11;3;74
12;3;186
13;3;517
14;3;519
15;3;290
16;3;1601
17;3;987
18;3;859
19;3;888
20;3;1940
22;3;4407
24;3;6497
26;3;4344
28;3;4022
30;3;3642
5;3;31
6;3;25
7;3;66
8;3;84
9;3;137
10;3;103
11;3;155
12;3;212
13;3;360
14;3;176
15;3;363
16;3;930
17;3;841
18;3;825
19;3;1360
20;3;2109
22;3;1346
24;3;5512
26;3;3015
28;3;9784
30;3;9006
5;3;14
6;3;21
7;3;40
8;3;78
9;3;73
10;3;75
11;3;319
12;3;240
13;3;353
14;3;324
15;3;728
16;3;993
17;3;1287
18;3;796
19;3;1779
20;3;8721
22;3;2522
24;3;2604
26;3;5960
28;3;10841
30;3;10108
5;3;19
6;3;59
7;3;54
8;3;95
9;3;113
10;3;136
11;3;224
12;3;138
13;3;197
14;3;605
15;3;269
16;3;710
17;3;806
18;3;1549
19;3;1578
20;3;2523
22;3;3915
24;3;7300
26;3;4185
28;3;6621
30;3;14869
5;3;24
6;3;22
7;3;55
8;3;111
9;3;107
10;3;158
11;3;265
12;3;116
13;3;358
14;3;459
15;3;1131
16;3;674
17;3;1384
18;3;2075
19;3;883
20;3;2075
22;3;1803
24;3;5184
26;3;10676
28;3;15204
30;3;8437
5;3;21
6;3;19
7;3;28
8;3;82
9;3;102
10;3;101
11;3;229
12;3;237
13;3;194
14;3;552
15;3;539
16;3;1995
17;3;1392
18;3;610
19;3;1461
20;3;1275
22;3;3772
24;3;5891
26;3;6951
28;3;12658
30;3;15163
5;3;26
6;3;48
7;3;52
8;3;65
9;3;95
10;3;171
11;3;158
12;3;194
13;3;297
14;3;296
15;3;501
16;3;532
17;3;601
18;3;1187
19;3;1721
20;3;1847
22;3;1468
24;3;1797
26;3;2429
28;3;5981
30;3;11904
5;3;17
6;3;45
7;3;34
8;3;55
9;3;109
10;3;96
11;3;162
12;3;137
13;3;220
14;3;296
15;3;736
16;3;1432
17;3;943
18;3;4753
19;3;1072
20;3;1514
22;3;6398
24;3;3207
26;3;6035
28;3;18533
30;3;6754
5;3;17
6;3;28
7;3;74
8;3;69
9;3;96
10;3;81
11;3;209
12;3;235
13;3;354
14;3;261
15;3;561
16;3;811
17;3;819
18;3;1059
19;3;1922
20;3;922
22;3;3540
24;3;2691
26;3;3696
28;3;7738
30;3;8524
5;3;31
6;3;31
7;3;93
8;3;69
9;3;159
10;3;199
11;3;116
12;3;442
13;3;349
14;3;492
15;3;839
16;3;1420
17;3;1492
18;3;2962
19;3;1202
20;3;3237
22;3;3087
24;3;3278
26;3;4552
28;3;3860
30;3;18375
5;3;12
6;3;51
7;3;39
8;3;51
9;3;139
10;3;160
11;3;156
12;3;219
13;3;181
14;3;294
15;3;1002
16;3;544
17;3;953
18;3;1382
19;3;385
20;3;699
22;3;1380
24;3;4272
26;3;4504
28;3;4947
30;3;6931
5;3;23
6;3;35
7;3;50
8;3;80
9;3;107
10;3;99
11;3;443
12;3;162
13;3;259
14;3;423
15;3;1361
16;3;422
17;3;1777
18;3;1791
19;3;1219
20;3;4290
22;3;1780
24;3;1993
26;3;5931
28;3;6408
30;3;13692
5;3;29
6;3;33
7;3;36
8;3;108
9;3;123
10;3;104
11;3;298
12;3;171
13;3;337
14;3;221
15;3;519
16;3;407
17;3;731
18;3;1056
19;3;969
20;3;1308
22;3;6400
24;3;7012
26;3;3574
28;3;4885
30;3;9352
5;3;23
6;3;23
7;3;33
8;3;42
9;3;77
10;3;142
11;3;218
12;3;202
13;3;334
14;3;390
15;3;1237
16;3;644
17;3;1803
18;3;1641
19;3;1420
20;3;2014
22;3;1347
24;3;2778
26;3;5432
28;3;9226
30;3;3484
5;3;23
6;3;30
7;3;78
8;3;44
9;3;135
10;3;86
11;3;143
12;3;293
13;3;395
14;3;364
15;3;1301
16;3;535
17;3;408
18;3;2488
19;3;961
20;3;1498
22;3;2222
24;3;3621
26;3;11779
28;3;6409
30;3;6867
5;3;12
6;3;33
7;3;84
8;3;100
9;3;85
10;3;86
11;3;372
12;3;324
13;3;541
14;3;268
15;3;1410
16;3;2150
17;3;971
18;3;2229
19;3;592
20;3;2296
22;3;3168
24;3;4406
26;3;28228
28;3;4471
30;3;9309
5;3;15
6;3;53
7;3;30
8;3;76
9;3;146
10;3;117
11;3;179
12;3;107
13;3;321
14;3;697
15;3;639
16;3;690
17;3;957
18;3;1327
19;3;3128
20;3;3631
22;3;3598
24;3;4562
26;3;1634
28;3;7309
30;3;9292
5;3;16
6;3;27
7;3;31
8;3;81
9;3;121
10;3;357
11;3;128
12;3;374
13;3;307
14;3;648
15;3;318
16;3;725
17;3;814
18;3;1968
19;3;845
20;3;2694
22;3;3249
24;3;4576
26;3;10132
28;3;6248
30;3;12736
5;4;14
6;4;45
7;4;98
8;4;74
9;4;335
10;4;135
11;4;587
12;4;465
13;4;692
14;4;638
15;4;741
16;4;1563
17;4;2581
18;4;2020
19;4;2725
20;4;2373
22;4;2888
24;4;4249
26;4;5639
28;4;14896
30;4;57128
5;4;16
6;4;43
7;4;36
8;4;77
9;4;140
10;4;307
11;4;366
12;4;542
13;4;489
14;4;299
15;4;976
16;4;657
17;4;1191
18;4;2816
19;4;1632
20;4;3450
22;4;5628
24;4;11477
26;4;10889
28;4;8235
30;4;10149
5;4;21
6;4;44
7;4;45
8;4;51
9;4;112
10;4;336
11;4;425
12;4;442
13;4;467
14;4;781
15;4;1881
16;4;582
17;4;889
18;4;4237
19;4;5728
20;4;2621
22;4;2692
24;4;6777
26;4;10337
28;4;25848
30;4;39042
5;4;23
6;4;31
7;4;46
8;4;86
9;4;204
10;4;340
11;4;196
12;4;252
13;4;376
14;4;729
15;4;525
16;4;979
17;4;3088
18;4;3562
19;4;650
20;4;1261
22;4;6850
24;4;4519
26;4;5090
28;4;16163
30;4;16458
5;4;16
6;4;28
7;4;55
8;4;108
9;4;64
10;4;314
11;4;331
12;4;231
13;4;1648
14;4;370
15;4;1630
16;4;3639
17;4;1468
18;4;930
19;4;4427
20;4;1878
22;4;5033
24;4;11919
26;4;14915
28;4;23728
30;4;55415
5;4;18
6;4;47
7;4;74
8;4;109
9;4;101
10;4;207
11;4;362
12;4;603
13;4;901
14;4;439
15;4;1056
16;4;2803
17;4;1962
18;4;821
19;4;3139
20;4;5723
22;4;4945
24;4;3159
26;4;10863
28;4;16503
30;4;21300
5;4;27
6;4;36
7;4;37
8;4;85
9;4;156
10;4;208
11;4;289
12;4;146
13;4;818
14;4;764
15;4;1775
16;4;883
17;4;2503
18;4;4890
19;4;2007
20;4;1914
22;4;4474
24;4;5070
26;4;6429
28;4;22757
30;4;52706
5;4;21
6;4;35
7;4;68
8;4;80
9;4;100
10;4;298
11;4;297
12;4;529
13;4;635
14;4;932
15;4;1754
16;4;1063
17;4;974
18;4;3191
19;4;7326
20;4;2432
22;4;4992
24;4;5595
26;4;20760
28;4;27689
30;4;10918
5;4;25
6;4;24
7;4;83
8;4;172
9;4;116
10;4;278
11;4;162
12;4;490
13;4;720
14;4;713
15;4;1087
16;4;1499
17;4;1039
18;4;3915
19;4;9771
20;4;17873
22;4;6123
24;4;6355
26;4;35140
28;4;86080
30;4;35789
5;4;25
6;4;42
7;4;40
8;4;117
9;4;180
10;4;161
11;4;457
12;4;329
13;4;442
14;4;322
15;4;2108
16;4;569
17;4;2370
18;4;3025
19;4;3395
20;4;3757
22;4;8188
24;4;15816
26;4;13051
28;4;24623
30;4;23897
5;4;17
6;4;53
7;4;76
8;4;87
9;4;186
10;4;114
11;4;262
12;4;335
13;4;313
14;4;370
15;4;1238
16;4;1291
17;4;1585
18;4;2093
19;4;3399
20;4;2165
22;4;6827
24;4;6637
26;4;9934
28;4;9389
30;4;18455
5;4;28
6;4;23
7;4;75
8;4;66
9;4;91
10;4;153
11;4;296
12;4;347
13;4;1009
14;4;1393
15;4;1073
16;4;617
17;4;982
18;4;1758
19;4;3386
20;4;4582
22;4;2162
24;4;19378
26;4;14513
28;4;13991
30;4;30423
5;4;19
6;4;54
7;4;70
8;4;75
9;4;208
10;4;385
11;4;112
12;4;436
13;4;1116
14;4;402
15;4;1455
16;4;1010
17;4;5559
18;4;4413
19;4;3874
20;4;3038
22;4;3021
24;4;26452
26;4;6065
28;4;46167
30;4;37181
5;4;29
6;4;63
7;4;44
8;4;137
9;4;134
10;4;461
11;4;438
12;4;336
13;4;934
14;4;1375
15;4;648
16;4;1652
17;4;2624
18;4;2351
19;4;3137
20;4;4024
22;4;3044
24;4;6546
26;4;13898
28;4;20034
30;4;30513
5;4;24
6;4;59
7;4;71
8;4;72
9;4;181
10;4;192
11;4;423
12;4;430
13;4;539
14;4;872
15;4;813
16;4;1777
17;4;1120
18;4;2057
19;4;2263
20;4;4316
22;4;3202
24;4;5028
26;4;8383
28;4;10693
30;4;12148
5;4;24
6;4;35
7;4;66
8;4;167
9;4;145
10;4;190
11;4;384
12;4;260
13;4;1069
14;4;342
15;4;1006
16;4;1168
17;4;1429
18;4;7274
19;4;3508
20;4;5165
22;4;10132
24;4;12775
26;4;10156
28;4;21643
30;4;13365
5;4;31
6;4;47
7;4;73
8;4;71
9;4;123
10;4;169
11;4;226
12;4;479
13;4;255
14;4;927
15;4;853
16;4;1428
17;4;1257
18;4;1035
19;4;1444
20;4;4912
22;4;10312
24;4;9806
26;4;7363
28;4;5682
30;4;17990
5;4;29
6;4;39
7;4;73
8;4;173
9;4;140
10;4;274
11;4;364
12;4;307
13;4;826
14;4;886
15;4;1123
16;4;1160
17;4;2399
18;4;2264
19;4;1466
20;4;4292
22;4;3494
24;4;7161
26;4;13669
28;4;11284
30;4;46431
5;4;18
6;4;36
7;4;127
8;4;159
9;4;92
10;4;260
11;4;193
12;4;553
13;4;786
14;4;459
15;4;1618
16;4;2228
17;4;1257
18;4;2601
19;4;1655
20;4;2009
22;4;8817
24;4;4584
26;4;35331
28;4;16522
30;4;46922
5;4;16
6;4;51
7;4;62
8;4;55
9;4;121
10;4;110
11;4;224
12;4;978
13;4;515
14;4;532
15;4;885
16;4;1141
17;4;981
18;4;1987
19;4;2332
20;4;7976
22;4;3633
24;4;20068
26;4;9507
28;4;10075
30;4;34427
5;4;31
6;4;47
7;4;69
8;4;66
9;4;129
10;4;177
11;4;195
12;4;519
13;4;988
14;4;912
15;4;1696
16;4;2055
17;4;2169
18;4;2885
19;4;6490
20;4;3063
22;4;5642
24;4;4185
26;4;37390
28;4;19676
30;4;47484
5;4;18
6;4;50
7;4;34
8;4;55
9;4;128
10;4;184
11;4;293
12;4;608
13;4;913
14;4;916
15;4;2695
16;4;826
17;4;1656
18;4;1358
19;4;4308
20;4;3194
22;4;8329
24;4;2951
26;4;4773
28;4;17224
30;4;46388
5;4;17
6;4;37
7;4;60
8;4;79
9;4;95
10;4;213
11;4;273
12;4;245
13;4;450
14;4;367
15;4;458
16;4;834
17;4;2030
18;4;4939
19;4;2766
20;4;3290
22;4;12996
24;4;11449
26;4;9183
28;4;20589
30;4;33185
5;4;22
6;4;51
7;4;100
8;4;84
9;4;256
10;4;280
11;4;338
12;4;503
13;4;287
14;4;806
15;4;726
16;4;784
17;4;2142
18;4;1691
19;4;2819
20;4;4009
22;4;5620
24;4;5219
26;4;14529
28;4;11939
30;4;41733
5;4;18
6;4;34
7;4;45
8;4;105
9;4;77
10;4;105
11;4;869
12;4;243
13;4;656
14;4;915
15;4;475
16;4;2182
17;4;1044
18;4;1397
19;4;1482
20;4;3211
22;4;7235
24;4;16655
26;4;9378
28;4;45318
30;4;48998
5;4;21
6;4;55
7;4;82
8;4;63
9;4;142
10;4;150
11;4;259
12;4;397
13;4;688
14;4;437
15;4;1009
16;4;1877
17;4;1701
18;4;780
19;4;2205
20;4;3581
22;4;5962
24;4;12398
26;4;6031
28;4;64094
30;4;54895
5;4;23
6;4;39
7;4;64
8;4;58
9;4;175
10;4;205
11;4;145
12;4;335
13;4;1166
14;4;830
15;4;640
16;4;747
17;4;1414
18;4;2418
19;4;2117
20;4;2547
22;4;5273
24;4;8160
26;4;14850
28;4;10574
30;4;44438
5;4;21
6;4;43
7;4;43
8;4;124
9;4;121
10;4;209
11;4;248
12;4;207
13;4;350
14;4;1267
15;4;766
16;4;1398
17;4;1121
18;4;1985
19;4;2629
20;4;5780
22;4;4229
24;4;4881
26;4;4975
28;4;8716
30;4;33277
5;4;31
6;4;45
7;4;68
8;4;107
9;4;93
10;4;183
11;4;747
12;4;240
13;4;496
14;4;1277
15;4;2487
16;4;3015
17;4;3033
18;4;1834
19;4;1377
20;4;4004
22;4;4636
24;4;6544
26;4;20875
28;4;9473
30;4;36229
5;4;27
6;4;42
7;4;76
8;4;44
9;4;161
10;4;139
11;4;111
12;4;452
13;4;538
14;4;570
15;4;1004
16;4;2527
17;4;1904
18;4;2148
19;4;2908
20;4;4704
22;4;15705
24;4;7644
26;4;42335
28;4;34195
30;4;8100
5;4;23
6;4;27
7;4;72
8;4;126
9;4;77
10;4;322
11;4;218
12;4;324
13;4;343
14;4;629
15;4;799
16;4;1283
17;4;1890
18;4;2661
19;4;1526
20;4;3418
22;4;4152
24;4;23774
26;4;11728
28;4;30579
30;4;11084
5;4;25
6;4;27
7;4;57
8;4;87
9;4;138
10;4;201
11;4;520
12;4;234
13;4;516
14;4;239
15;4;950
16;4;1291
17;4;1320
18;4;2465
19;4;2809
20;4;9445
22;4;3235
24;4;7811
26;4;14879
28;4;14596
30;4;10810
5;4;17
6;4;62
7;4;64
8;4;70
9;4;195
10;4;552
11;4;679
12;4;554
13;4;529
14;4;773
15;4;634
16;4;1077
17;4;1343
18;4;893
19;4;3421
20;4;3459
22;4;5087
24;4;6798
26;4;14054
28;4;33131
30;4;51121
5;4;18
6;4;29
7;4;31
8;4;134
9;4;53
10;4;166
11;4;292
12;4;430
13;4;465
14;4;856
15;4;2342
16;4;1471
17;4;1859
18;4;3533
19;4;1720
20;4;1426
22;4;3276
24;4;18599
26;4;21803
28;4;18233
30;4;14167
5;4;31
6;4;28
7;4;77
8;4;157
9;4;165
10;4;139
11;4;290
12;4;410
13;4;309
14;4;415
15;4;992
16;4;2140
17;4;1985
18;4;4469
19;4;3669
20;4;3205
22;4;5124
24;4;9485
26;4;10412
28;4;8519
30;4;26573
5;4;12
6;4;27
7;4;72
8;4;103
9;4;263
10;4;282
11;4;395
12;4;258
13;4;409
14;4;633
15;4;762
16;4;1061
17;4;3139
18;4;1455
19;4;4285
20;4;2323
22;4;4534
24;4;16494
26;4;28247
28;4;11289
30;4;39115
5;4;22
6;4;27
7;4;76
8;4;88
9;4;74
10;4;229
11;4;196
12;4;730
13;4;235
14;4;221
15;4;1135
16;4;1115
17;4;2313
18;4;2387
19;4;2281
20;4;1714
22;4;7978
24;4;16204
26;4;24459
28;4;21663
30;4;56750
5;4;14
6;4;33
7;4;53
8;4;75
9;4;328
10;4;209
11;4;326
12;4;369
13;4;331
14;4;985
15;4;1879
16;4;976
17;4;3818
18;4;6600
19;4;4949
20;4;5192
22;4;2899
24;4;7168
26;4;23702
28;4;25727
30;4;9981
5;4;11
6;4;25
7;4;30
8;4;153
9;4;142
10;4;239
11;4;262
12;4;349
13;4;456
14;4;425
15;4;826
16;4;1566
17;4;3215
18;4;7338
19;4;7138
20;4;2567
22;4;2653
24;4;7973
26;4;9971
28;4;13895
30;4;41849
5;4;12
6;4;36
7;4;54
8;4;66
9;4;116
10;4;163
11;4;140
12;4;393
13;4;2887
14;4;434
15;4;2621
16;4;1136
17;4;1571
18;4;6570
19;4;5577
20;4;6837
22;4;14846
24;4;22614
26;4;8109
28;4;24951
30;4;16809
5;4;19
6;4;35
7;4;65
8;4;162
9;4;114
10;4;134
11;4;163
12;4;484
13;4;485
14;4;410
15;4;392
16;4;2259
17;4;1084
18;4;6518
19;4;3091
20;4;2170
22;4;2724
24;4;8471
26;4;7643
28;4;12326
30;4;8333
5;4;23
6;4;41
7;4;88
8;4;69
9;4;84
10;4;189
11;4;261
12;4;356
13;4;306
14;4;2302
15;4;879
16;4;827
17;4;6975
18;4;5420
19;4;4180
20;4;2867
22;4;10640
24;4;13908
26;4;6993
28;4;10193
30;4;26275
5;4;31
6;4;35
7;4;62
8;4;47
9;4;161
10;4;114
11;4;176
12;4;183
13;4;648
14;4;1540
15;4;689
16;4;1958
17;4;788
18;4;3121
19;4;1984
20;4;8123
22;4;7718
24;4;13511
26;4;18697
28;4;15186
30;4;12887
5;4;23
6;4;24
7;4;63
8;4;129
9;4;145
10;4;169
11;4;113
12;4;552
13;4;608
14;4;931
15;4;411
16;4;1053
17;4;2831
18;4;3763
19;4;2695
20;4;3351
22;4;2062
24;4;10611
26;4;5571
28;4;9632
30;4;33072
5;4;27
6;4;40
7;4;118
8;4;62
9;4;292
10;4;233
11;4;240
12;4;480
13;4;253
14;4;872
15;4;1031
16;4;967
17;4;964
18;4;1891
19;4;5339
20;4;1958
22;4;2363
24;4;4326
26;4;6978
28;4;15805
30;4;58891
5;4;25
6;4;44
7;4;69
8;4;85
9;4;245
10;4;95
11;4;178
12;4;406
13;4;308
14;4;330
15;4;867
16;4;2337
17;4;3383
18;4;6339
19;4;1708
20;4;1810
22;4;7277
24;4;8520
26;4;13008
28;4;22107
30;4;41895
5;4;21
6;4;25
7;4;59
8;4;82
9;4;131
10;4;180
11;4;212
12;4;610
13;4;728
14;4;863
15;4;1899
16;4;2439
17;4;1754
18;4;3922
19;4;2890
20;4;2642
22;4;6762
24;4;3641
26;4;12457
28;4;56737
30;4;121114
5;4;27
6;4;41
7;4;44
8;4;92
9;4;209
10;4;268
11;4;194
12;4;499
13;4;1304
14;4;1320
15;4;982
16;4;1215
17;4;3690
18;4;3159
19;4;6690
20;4;3909
22;4;5945
24;4;7977
26;4;12684
28;4;31659
30;4;34173
5;4;19
6;4;29
7;4;47
8;4;68
9;4;138
10;4;181
11;4;200
12;4;464
13;4;909
14;4;1219
15;4;1669
16;4;941
17;4;532
18;4;1119
19;4;3504
20;4;4386
22;4;2854
24;4;20556
26;4;13391
28;4;56368
30;4;32945
5;4;23
6;4;40
7;4;36
8;4;75
9;4;150
10;4;321
11;4;225
12;4;180
13;4;403
14;4;540
15;4;915
16;4;1073
17;4;2083
18;4;3776
19;4;1515
20;4;6866
22;4;1802
24;4;11737
26;4;15314
28;4;14985
30;4;23615
5;4;25
6;4;27
7;4;54
8;4;49
9;4;203
10;4;384
11;4;447
12;4;349
13;4;432
14;4;621
15;4;789
16;4;972
17;4;1501
18;4;1637
19;4;1920
20;4;5231
22;4;5065
24;4;5062
26;4;17305
28;4;6638
30;4;30848
5;4;14
6;4;32
7;4;57
8;4;112
9;4;117
10;4;359
11;4;88
12;4;334
13;4;356
14;4;869
15;4;347
16;4;998
17;4;1912
18;4;3738
19;4;2244
20;4;5817
22;4;4350
24;4;24536
26;4;4826
28;4;13684
30;4;14532
5;4;19
6;4;45
7;4;26
8;4;141
9;4;152
10;4;225
11;4;489
12;4;385
13;4;895
14;4;678
15;4;794
16;4;1402
17;4;1614
18;4;3000
19;4;7584
20;4;5457
22;4;5081
24;4;5579
26;4;5937
28;4;9623
30;4;36340
5;4;16
6;4;28
7;4;104
8;4;104
9;4;112
10;4;235
11;4;241
12;4;302
13;4;388
14;4;664
15;4;1352
16;4;714
17;4;903
18;4;7921
19;4;1883
20;4;7325
22;4;4462
24;4;20041
26;4;15000
28;4;13667
30;4;50664
5;4;29
6;4;36
7;4;53
8;4;103
9;4;141
10;4;94
11;4;356
12;4;286
13;4;460
14;4;539
15;4;1819
16;4;2943
17;4;2631
18;4;2002
19;4;2916
20;4;8176
22;4;8339
24;4;3174
26;4;37631
28;4;9956
30;4;39368
5;4;27
6;4;55
7;4;89
8;4;60
9;4;201
10;4;122
11;4;337
12;4;362
13;4;629
14;4;672
15;4;1073
16;4;4185
17;4;2261
18;4;938
19;4;2040
20;4;2345
22;4;5445
24;4;28596
26;4;26285
28;4;12142
30;4;20186
5;4;19
6;4;32
7;4;49
8;4;123
9;4;145
10;4;213
11;4;244
12;4;406
13;4;636
14;4;997
15;4;648
16;4;1852
17;4;971
18;4;827
19;4;2077
20;4;3799
22;4;4794
24;4;8622
26;4;16746
28;4;36463
30;4;20990
5;4;29
6;4;49
7;4;60
8;4;76
9;4;87
10;4;155
11;4;196
12;4;231
13;4;594
14;4;839
15;4;1553
16;4;918
17;4;1370
18;4;1587
19;4;2158
20;4;1706
22;4;5661
24;4;8551
26;4;9161
28;4;16214
30;4;31515
5;4;19
6;4;28
7;4;119
8;4;74
9;4;93
10;4;155
11;4;172
12;4;420
13;4;548
14;4;1316
15;4;692
16;4;1217
17;4;1590
18;4;4109
19;4;2987
20;4;1703
22;4;3574
24;4;7081
26;4;7114
28;4;20488
30;4;34561
5;4;29
6;4;59
7;4;59
8;4;105
9;4;100
10;4;140
11;4;257
12;4;352
13;4;486
14;4;310
15;4;1335
16;4;959
17;4;751
18;4;2732
19;4;5091
20;4;3085
22;4;9427
24;4;6114
26;4;11758
28;4;14925
30;4;22033
5;4;15
6;4;32
7;4;63
8;4;42
9;4;118
10;4;167
11;4;271
12;4;281
13;4;1053
14;4;2646
15;4;548
16;4;1184
17;4;3125
18;4;2836
19;4;3574
20;4;1468
22;4;5589
24;4;3475
26;4;12112
28;4;43552
30;4;25879
5;4;19
6;4;30
7;4;67
8;4;70
9;4;91
10;4;278
11;4;280
12;4;1140
13;4;727
14;4;817
15;4;577
16;4;1234
17;4;2081
18;4;1637
19;4;3828
20;4;4052
22;4;2557
24;4;11275
26;4;6466
28;4;38183
30;4;46278
5;4;19
6;4;48
7;4;54
8;4;115
9;4;170
10;4;181
11;4;338
12;4;344
13;4;333
14;4;1193
15;4;565
16;4;2010
17;4;1350
18;4;1398
19;4;1244
20;4;2682
22;4;3941
24;4;29380
26;4;18563
28;4;6920
30;4;17762
5;4;17
6;4;25
7;4;64
8;4;97
9;4;128
10;4;187
11;4;293
12;4;473
13;4;1428
14;4;414
15;4;692
16;4;3786
17;4;2667
18;4;2764
19;4;3134
20;4;2583
22;4;7563
24;4;6738
26;4;8117
28;4;9757
30;4;52564
5;4;18
6;4;47
7;4;63
8;4;105
9;4;108
10;4;124
11;4;230
12;4;316
13;4;400
14;4;650
15;4;1183
16;4;1092
17;4;1487
18;4;2349
19;4;2305
20;4;2481
22;4;7457
24;4;8244
26;4;15797
28;4;24915
30;4;36142
5;5;31
6;5;29
7;5;50
8;5;64
9;5;120
10;5;134
11;5;302
12;5;293
13;5;1174
14;5;858
15;5;1434
16;5;998
17;5;6275
18;5;6655
19;5;4439
20;5;8928
22;5;6008
24;5;56763
26;5;27066
28;5;83469
30;5;32434
5;5;27
6;5;40
7;5;89
8;5;115
9;5;205
10;5;401
11;5;232
12;5;1345
13;5;661
14;5;404
15;5;2278
16;5;1506
17;5;1363
18;5;1281
19;5;2436
20;5;5378
22;5;41088
24;5;21167
26;5;58587
28;5;56826
30;5;28706
5;5;27
6;5;63
7;5;48
8;5;124
9;5;209
10;5;391
11;5;899
12;5;751
13;5;662
14;5;808
15;5;849
16;5;4502
17;5;3804
18;5;3631
19;5;5771
20;5;4112
22;5;18975
24;5;8790
26;5;6420
28;5;104990
30;5;47341
5;5;22
6;5;47
7;5;70
8;5;98
9;5;139
10;5;319
11;5;534
12;5;534
13;5;297
14;5;1030
15;5;867
16;5;1969
17;5;1996
18;5;2989
19;5;2212
20;5;4845
22;5;4114
24;5;30972
26;5;10800
28;5;50344
30;5;76548
5;5;18
6;5;38
7;5;98
8;5;115
9;5;205
10;5;191
11;5;190
12;5;220
13;5;811
14;5;1708
15;5;1296
16;5;8520
17;5;1998
18;5;2772
19;5;3661
20;5;5027
22;5;9762
24;5;23418
26;5;33684
28;5;13199
30;5;97808
5;5;31
6;5;36
7;5;70
8;5;149
9;5;215
10;5;323
11;5;426
12;5;564
13;5;2064
14;5;1540
15;5;2565
16;5;4009
17;5;2005
18;5;3104
19;5;4962
20;5;5839
22;5;5449
24;5;42933
26;5;9732
28;5;9984
30;5;37728
5;5;25
6;5;35
7;5;69
8;5;112
9;5;324
